name,type,price,state,position,area
高科朗山,住宅,15887元/平,售罄,雁塔-团结南路与科技七路交汇处 ,--
伟业公馆,住宅,12973元/平,售罄,雁塔-科技路与高新六路交汇处东北角,--
万象春天,住宅,8000元/平,售罄,雁塔-电子正街南延伸段,--
莱安逸珲,住宅,16000元/平,售罄,雁塔-大寨路6号,--
新旅城,住宅,9242元/平,售罄,碑林-建设西路323医院对面,--
伊顿公馆西区,住宅,15000元/平,售罄,碑林-友谊西路白庙路99号,--
汇通太古城,住宅,8500元/平,售罄,未央-凤城十二路与文景路交汇处向东150米,建面 150~180m²
龙湖源著,住宅,500万/套,售罄,未央-北辰大道与浐灞一路交汇处向东800米,--
西岸国际花园西苑,住宅,6000元/平,售罄,未央-广安路与广运潭十字向东50米,--
澳城大厦,住宅,9000元/平,售罄,雁塔-长安南路86号,--
御溪书院,住宅,8500元/平,售罄,碑林-丰庆路39号,--
天浩上元郡,住宅,8200元/平,售罄,长安-长安南路与东长安街交汇处向东500米,--
九如御,住宅,6200元/平,售罄,未央-凤城十路地铁运动公园站向东100米路北,--
御溪望城,住宅,9900元/平,售罄,碑林-丰庆路39号,--
嘉禾广运,住宅,9704元/平,售罄,雁塔-丈八五路与瞪羚路十字东南角,--
风憬天下,住宅,7500元/平,售罄,长安-西部大道与电子正街延伸段交汇处西南角,--
首创漫香郡,住宅,11733元/平,售罄,未央-凤城十一路北文景路以东,--
鸿基新城,住宅,4300元/平,售罄,雁塔-丈八北路和科技四路交汇处西北角,--
